codice_sku,quantita,immagine_sku,ordine_tipo_componente,tipo_componente,nome_modello,modelli_correlati,descrizione_breve,tensione_alimentazione,corrente_assorbita,tipo_motore,potenza_massima,coppia_massima,materiale,trattamento_superficiale,forza_spinta,rapporto_riduzione,numero_max_schede_collegabili,velocita_angolare,velocita_anta,lunghezza_anta_max,lunghezza_asta_max,spazio_fermata,controllo_motore,tipo_finecorsa,pignone,regolazione_forza,peso_anta_max,angolo_apertura_max,temperatura_esercizio,termoprotezione,grado_protezione_ip,peso_unita,frequenza_utilizzo,larghezza_anta_max,dimensioni,scheda_elettronica,arresti_meccanici,tempo_utilizzo_continuo,tempo_apertura,encoder,tipo_rallentamento,tipo_asta,dimensione_pilastro,dispositivo_sblocco,condensatore_spunto,lunghezza,unita_misura_prezzo,icona_badge,decodifica_radio,memoria_codici_radio,collegamento,note_tecniche,corsa_stelo,dimensioni_colonna,peso_anta_cantilever,portata_pompa,staffe_fissaggio,tipo_olio,tipo_utilizzo,velocita_stelo,capacita_sollevamento,corsa_max,lunghezza_con_adattatore,diametro_motore,velocita_max,velocita_max_anta,velocita_max_carrello,peso_max_porta,dimensione_max_porta,altezza_max_serranda,larghezza_max_serranda,diametro_albero_serranda,numero_canali,frequenza_emissione,frequenza_ricezione,distanza_max_fotocellule,consumo_max,tensione_alimentazione_gen,tensione_alimentazione_accessori,temperatura_esercizio_gen,peso_operatore,altezza_min_architrave,rumorosita,velocita_rotazione_motore,velocita_rallentamento,tipologia_installazione,tipo_motoriduttore,ingressi_morsettiera,uscite_morsettiera,numero_uscite_rele,portata_contatti,numero_spire_collegabili,numero_max_lettori_bus2easy,numero_max_codici_utente,numero_max_comandi,formato_tag,durata_media_batteria,tipo_allineamento,angolo_autoallineamento,angolo_orientamento_orizzontale,tipo_contatti,microinterruttori_scambio,altezza_profilo_gomma,connettore_rapido,connettore_estraibile,connessioni,luce_cortesia,temporizzazione_lampada_cortesia,chiusura_coperchio,caratteristiche,gestione,diametro_scatole_portamolle,raffreddamento,tensione_elettroserratura,livelli_sensibilita_spira
105531,1,,9,Accessori,XS55 KIT,,"Costa di sicurezza (L=2,5M)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105547,1,,9,Accessori,XS85 KIT,,"Costa di sicurezza (L=2,5M)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786041,1,786041.tif,9,Accessori,XTR B,,Lettore TAG,,,,,,,,,,,,,,,,,,,,,,,,IP54,,,,100 x 21 x 72 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 mA,"Bus 2easy, a 2 fili non polarizzati 24 V",,,,,,,,a parete o su colonnetta,,,,,,,14 (monocanale) - 4 (bicanale),,,"Portachiavi a 13,56 MHz",,,,,,,,,,,,,,,,,,,
786040,1,786040.tif,9,Accessori,XTR B INOX,,Lettore TAG,,,,,,,,,,,,,,,,,,,,,,,,IP54,,,,100 x 21 x 72 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 mA,"Bus 2easy, a 2 fili non polarizzati 24 V",,,,,,,,a parete o su colonnetta,,,,,,,14 (monocanale) - 4 (bicanale),,,"Portachiavi a 13,56 MHz",,,,,,,,,,,,,,,,,,,
401306,1,,9,Accessori,,,Metal keytag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401048,1,,9,Accessori,,,Keytag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109950,1,,0,Modello,RL200 REVERSIBILE,,Motoriduttore 230V,220-240V ~ 50/60Hz,,Motoriduttore,,170 Nm,,,,,,,,,,,,Con autoapprendimento delle posizioni,,,,,-20°C ÷ + 55°C,,,8 Kg,,,,Non compresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391452,1,391452.tif,9,Accessori,,,Accessorio adattatore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adattatore per albero 48/42 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120020,1,,0,Modello,HIGH kit PERFECT 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109600,1,109600.tif,0,Modello,740 C encoder,,Motoriduttore 230V,220-240V~ 50/60 Hz,,Asincrono monofase,430 W,18 Nm (*),,,450 N (*),1:25,,,12 m/min,,,,Sì,Magnetico,Z16 modulo 4,Tramite scheda elettronica,500 Kg,,-20°C ÷ +55°C (**),140°C autoripristinante,IP44,"11,9 Kg",55 cicli/h,15 m,295 x 180 x 320 mm,incorporata,,,,Encoder magnetico,,,,Manopola di sblocco rotativa - chiave cifrata,10 μF,,,,,,,Peso massimo del cancello: 400kg.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109745,1,,0,Modello,746 C Z16,,,220-240V~ 50/60 Hz,,,150 W,,,,830 N,,,,,40 m,,30 mm,,,Z16 modulo 4,,600 Kg,,-20° ÷ +55°C *,120°C autoripristinanti,IP44,16.2 Kg,Uso continuo*,,,,,,,,,,,,12.5 µF,,,,,,,,,,,,,,,,,,,,,9.6 m/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XF 868 MHz,1,787832_1.tif,,Prodotto,XF 868 MHz,787832,"Modulo di frequenza (compatibile con tutte le apparecchiature FAAC dotate di sistema di decodifica universale OmniDEC, riconoscibili dal logo dedicato)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP 868 SLH-DS,1,787854_1.tif,,Prodotto,RP 868 SLH-DS,787854;787855,"Ricevente ad innesto rapido (compatibile con tutte le apparecchiature elettroniche FAAC dotate di connettore ad innesto rapido a 5 pin, o utenze esterne tramite la connessione all’interfaccia relè RP accessoria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLUS1 868 MHz,1,787834_1.tif,,Prodotto,PLUS1 868 MHz,787834;785534,"Riceventi pluricanale e schede di decodifica (per applicazioni in cui siano richiesti più di 2 canali, il sistema sarà quindi composto da 1 ricevente + schede di decodifica pari al numero di utenze da controllare)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XR2N FDS 433-868,1,787754.tif,,Prodotto,XR2N FDS 433-868,787023;787024,Ricevente esterna (sistema con decodifica integrata in contenitore dedicato per utilizzo esterno),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785534,1,,9,Accessori,DECODER SLH,,Scheda di decodifica monocanale con uscita “a relè” per pilotare apparecchiature elettroniche FAAC e/o dispositivi ausiliari,20 ÷ 30V~,30 mA,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLH,1000 codici,A connettore (schede FAAC) e/o morsetto,,,,,,,,,,,,,,,,,,,,,,,,,,,20 ÷ 30V~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787023,1,,9,Accessori,XR2N FDS 433-868 MHz ,,2 canali 433-868 MHz,,100 mA,,,,,,,,,,,,,,,,,,,,-20° C ÷ +55 ° C,,IP 44,,,,"90 x 70 x 32,5 mm",,,,,,,,,,,,,,FDS-DS-SLH-RC,248,,,,,,,,,,,,,,,,,,,,,,,2,,433.92 Mhz - 868.35 Mhz,,,12 ÷ 24 V~ - 12 ÷ 24 V~,,,,,,,,,,,,1 impulsiva (CH1),"0,5 A / 120 VA",,,,,,,,,,,,,,,,,,,,,,,,
787024,1,,9,Accessori,XR4N FDS 433-868 MHz,,4 canali 433-868 MHz,,100 mA,,,,,,,,,,,,,,,,,,,,-20° C ÷ +55 ° C,,IP 44,,,,"90 x 70 x 32,5 mm",,,,,,,,,,,,,,FDS-DS-SLH-RC,248 CH 1-2 / 248 CH 3-4,,,,,,,,,,,,,,,,,,,,,,,4,,433.92 Mhz - 868.35 Mhz,,,12 ÷ 24 V~ - 12 ÷ 24 V~,,,,,,,,,,,,1 impulsiva (CH1),"0,5 A / 120 VA",,,,,,,,,,,,,,,,,,,,,,,,
63001034,1,,1,Apparecchiature Elettroniche,,,Scheda elettronica E614 (incorporata nell'automatismo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428441,1,,9,Accessori,,,Kit siepe lunghezza 2 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428446,1,,9,Accessori,,,Kit siepe lunghezza 3 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428805,1,,9,Accessori,,,Piedino di estremità regolabile per appoggio asta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737621,1,,9,Accessori,,,Piastra di supporto per forcella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428806,1,,9,Accessori,,,Forcella regolabile per supporto asta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490183,1,,9,Accessori,,,Piastra di fondazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410032,1,,9,Accessori,,,Lampeggiante semaforico integrato B614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713002,1,,9,Accessori,,,Chiave di sblocco supplementare triangolare (confez. da 10 pz.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428046,1,,9,Accessori,2.000 *,,ASTE TONDE S - Ø 75MM,,,,,,,,,,,,,,2.000 * (mm),,,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,Combinazione necessaria per ottenere aste da 6mt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428045,1,,9,Accessori,2.300,,ASTE TONDE S - Ø 75MM,,,,,,,,,,,,,,2.300  (mm),,,,,,,,,,,,,,,,,,,,,,,,,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428042,1,,9,Accessori,3.300,,ASTE TONDE S - Ø 75MM,,,,,,,,,,,,,,3.300 (mm),,,,,,,,,,,,,,,,,,,,,,,,,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428043,1,,9,Accessori,4.300 *,,ASTE TONDE S - Ø 75MM,,,,,,,,,,,,,,4.300 *,,,,,,,,,,,,,,,,,,,,,,,,,4300,,,,,,Combinazione necessaria per ottenere aste da 6mt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428002,1,,9,Accessori,5.000,,ASTE TONDE S - Ø 75MM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428615,1,,9,Accessori,Giunto *,,Giunto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giunto *,,,,,,Combinazione necessaria per ottenere aste da 6mt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428445,1,,9,Accessori,,,Tasca di fissaggio per aste tonde S 615/620/B614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La tasca di fissaggio asta non è compresa nel cofano e deve essere ordinata separatamente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428444,1,,9,Accessori,,,Kit articolata per asta tonda S (max 4 m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390993,1,,9,Accessori,,,Cordone luminoso (confez. da 12 m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490117,1,,9,Accessori,,,Kit 6 adesivi catarifrangenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390992,1,,9,Accessori,,,Kit collegamento luci asta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721209,1,,,Molle di bilanciamento per aste tonde s,,,Molla di bilanciamento B614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490186,1,,,Molle di bilanciamento per aste tonde s,,,Confezione attacchi doppia molla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utilizzare nel caso siano necessarie due molle di bilanciamento.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721232,1,,,Molle di bilanciamento per aste tonde s,,,Molla di bilanciamento 6 m B614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428715,1,,,Molle di bilanciamento per aste tonde s,,,Kit snodo e tirante B614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428088,1,,,Aste rettangolari,2.315,,,,,,,,,,,,,,,, 2.315 (mm),,,,,,,,,,,,,,,,,,,,,,,,,2315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428089,1,,,Aste rettangolari,2.815,,,,,,,,,,,,,,,,2.815 (mm),,,,,,,,,,,,,,,,,,,,,,,,,2815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428090,1,,,Aste rettangolari,3.815,,,,,,,,,,,,,,,,3.815 (mm),,,,,,,,,,,,,,,,,,,,,,,,,3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428091,1,,,Aste rettangolari,4.815,,,,,,,,,,,,,,,,4.815 (mm),,,,,,,,,,,,,,,,,,,,,,,,,4815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428137,1,,9,Accessori,,,Kit articolazione - H max soffitto 3 m (solo per aste rettangolari standard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428342,1,,9,Accessori,,,Tasca di fissaggio per asta rettangolare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La tasca di fissaggio asta non è compresa nel cofano e deve essere ordinata separatamente.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390184,1,,9,Accessori,,,Kit installazione luci asta rettangolare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'installazione del kit comporta la sostituzione del profilo in gomma antiurto nero con quello fornito rosso. L'utilizzo del kit non è compatibile con altri accessori installati sull'asta.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410029,1,,9,Accessori,,,Lampeggiatore XLED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71275101,1,,9,Accessori,,,Serratura con chiave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790077,1,,9,Accessori,,,Scheda elettronica E045S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720119,1,,9,Accessori,Contenitore mod. E per schede elettroniche,,Contenitore mod. E per schede elettroniche,,,,,,,,,,,,,,,,,,,,,,,,IP55,,,,204 x 85 x 265 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Con 4 viti autofilettanti,,,,,,
787831,2,,9,Accessori,XF 433,,Ricevente XF 433 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785103,2,,9,Accessori,XP 20B D,,Coppia di fotocellule XP 20B D,,Rx (10 mA) + Tx (10 mA),,,,,,,,,,,,,,,,,,,,-20°C ÷ +55°C,,IP54,,,,"41,5 x 42,5 x 130 mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 m,,"BUS 2easy, a 2 fili non polarizzati 24V",,,,,,,,a parete,,,,,,,,,,,,,"± 7° (20 m) ± 13,5° (5 m)",-90° +90°,,,,,,,,,,,,,,,
737100,1,,9,Accessori,,,Piastra di fondazione per colonnetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712650,1,,9,Accessori,Elettroserratura 12V~ completa di controbocchetta a pavimento,,Elettroserratura 12 Vac completa di controbocchetta a pavimento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712651001,1,,9,Accessori,,,Cilindro interno con n° 2 chiavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712652001,1,,9,Accessori,,,Cilindro esterno con n° 2 chiavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10675201,2,,9,Accessori,770N 230V,,Attuatori 770N - 230V,220-240V~ 50/60 Hz,,Asincrono monofase,380 W,330 Nm (*),,,,,,6 °/s (*),,,,,,,,,500 Kg (vedi grafico),110° (140° e 180° con kit opzionale),-20°C ÷ + 55°C,140°C,IP67,12 Kg (con cassetta portante 14 Kg),S3 30%,"2 m (3,5 m con elettroserratura)","362 x 153 x 127 (cassetta portante 430 x 307,5 x 214) mm",Non compresa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490065,1,,9,Accessori,Cassetta portante con sistema di sblocco,,Cassetta portante con sistema di sblocco (Brevettato),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787007,1,,9,Accessori,XT2 433 SLH LR,,XT2 433 SLH LR Trasmittente 2 canali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104614,1,,0,Modello,B614 Rosso RAL 3020,,B614 Rosso RAL 3020,220-240V ~ 50/60 Hz,,Con spazzole 24V,165 W,300 Nm,Acciaio,Prezincatura spessore 20μm + verniciatura a polvere in poliestere,,,,,,,6 m,,,,,,,,-20°C ÷ +55°C,,IP55 (scheda di controllo) - IP44,40 Kg,Utilizzo continuo,,360 x 250 x 1163 mm (Base di installazione 305 x 230 mm),E614,,Utilizzo continuo,< 2 s (80°- 3m),Incrementale integrato nel motore,Elettronico + meccanico,Rettangolare e tonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046143,1,,0,modello,B614 Grigio RAL 9006,,B614 Grigio RAL 9006,220-240V ~ 50/60 Hz,,Con spazzole 24V,166 W,301 Nm,Acciaio,Prezincatura spessore 20μm + verniciatura a polvere in poliestere,,,,,,,7 m,,,,,,,,-20°C ÷ +55°C,,IP55 (scheda di controllo) - IP45,41 Kg,,,361 x 250 x 1163 mm (Base di installazione 305 x 230 mm),E615,,Utilizzo continuo,< 2 s (80°- 3m),Incrementale integrato nel motore,Elettronico + meccanico,Rettangolare e tonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787025,1,,9,Accessori,XF FDS 433-868,,Ricevente XF FDS 433-868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787017,1,,9,Accessori,XT2 FDS 433-868,,Trasmittente XT2 FDS 433-868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787030,1,,0,Modello,XTO2 868MHz,,Trasmittente 2 canali (quantità multipla vendibile 12 pz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLH - DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787031,1,,0,Modello,XTO4 868MHz,,Trasmittente 4 canali (quantità multipla vendibile 12 pz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLH - DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109746,1,,0,Modello,746 C Z20,,Motoriduttore 230V con pignone Z20,220-240V~ 50/60 Hz,,,150 W,,,,665 N,,,,12 m/min,50 m,,,,,Z20 modulo 4,,400 Kg,,-20° ÷ +55°C *,120°C autoripristinanti,IP44,16.5 Kg,Uso continuo*,,,,,,,,,,,,12.5 µF,,,,,,,,,,,,,,,,,,,,,12 m/min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63003478,1,,1,Apparecchiature Elettroniche,E781,,Scheda elettronica E781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737816,1,,9,Accessori,,,Piastra di fondazione con regolazioni laterali ed in altezza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719167,1,,9,Accessori,Z20,,Pignone Z20 cremagliera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719130,1,,9,Accessori,Z16,,Pignone Z16 cremagliera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
