Product,Page,Spec_Field,nome_modello1,codice_sku1,value1,nome_modello2,codice_sku2,value2,nome_modello3,codice_sku3,value3,nome_modello4,codice_sku4,value4,nome_modello5,codice_sku5,value5,nome_modello6,codice_sku6,value6,nome_modello7,codice_sku7,value7,nome_modello8,codice_sku8,value8,nome_modello9,codice_sku9,value9,nome_modello10,codice_sku10,value10,nome_modello11,codice_sku11,value11,nome_modello12,codice_sku12,value12,nome_modello13,codice_sku13,value13,nome_modello14,codice_sku14,value14,nome_modello15,codice_sku15,value15,nome_modello16,codice_sku16,value16,nome_modello17,codice_sku17,value17
620 Rapida,172-175,Apparecchiatura elettronica,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,624BLD incorporata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Arresti meccanici integrati in apertura e chiusura,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Capacità di sollevamento,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Condensatore di spunto,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Coppia max,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,0 ÷ 150 / 0 ÷ 140 Nm (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Corsa dello stelo,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Diametro albero serranda,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Diametro scatole portamolle,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Dimensione del pilastro a sezione quadrata,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Dimensione max porta (LxH),Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Dimensioni (LxPxH),Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,350 x 170 x 1080 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Dimensioni colonna,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Dispositivo di sblocco,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Encoder,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,No - sicurezza oleodinamica antischiacciamento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Finecorsa,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Forza max di spinta,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Frequenza di utilizzo,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Grado di protezione,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,IP44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Larghezza max anta,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Larghezza max serranda,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Luce di cortesia,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Lunghezza max anta,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Lunghezza max asta,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,3.8 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Modello,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Motore elettrico,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,Asincrono monofase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Peso,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,73 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Peso max anta,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Peso max anta cantilever,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Peso max porta,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Peso operatore,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Pignone,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Portata gruppo motore-pompa,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,1.5 - 2 lpm (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Potenza max,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,220 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Raffreddamento,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,Ad aria forzata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Rapporto di riduzione,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Regolazione della forza,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Regolazione velocità e controllo motore,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Rumorosità,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Spazio di fermata,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Staffe di fissaggio,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Temperatura ambiente di esercizio,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,-20°C ÷ +55°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Tempo di apertura,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,2 s (90° - 3 m) - 3 s (90° - 4 m),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Tempo di utilizzo continuo (ROT),Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Temporizzazione lampada di cortesia,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Tensione di alimentazione di rete,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,220-240V~ 50/60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Termoprotezione,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,120°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Tipo di asta,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,Rettangolare - Articolata - Tonda - Tonda pivottante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Tipo di materiale,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,Acciaio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Tipo di motoriduttore,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Tipo di olio,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,FAAC HP OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Tipo di rallentamento,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,Elettronico - Regolabile con camme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Tipo di trattamento,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,Primer anticorrosivo 100 microns + Verniciatura in poliestere RAL 2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Tipo di utilizzo,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Velocità angolare max,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Velocità dell'anta,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Velocità di rallentamento,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Velocità di rotazione motore,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,1.400 - 2.800 rpm (*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Velocità max,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Velocità max anta,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Velocità max carrello,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,Velocità max stelo,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,"da 4,5 m a 5 m",Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,da 5 m a 7 m,Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,"da 7 m a 7,5 m",Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,"da 7,5 m a 8 m",Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 Rapida,172-175,"fino a 4,5 m",Asta,,,Lunghezza asta (mm),,,Codice versione SX,,,Codice versione DX,,,620 Rapida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,1,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,2,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,620 Rapida,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,620 Standard,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,620 Standard ARTICOLATA,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Altezza max serranda,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Altezza min architrave,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Angolo max apertura anta,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Apparecchiatura elettronica,B680H,104680,E680,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Arresti meccanici integrati in apertura e chiusura,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Capacità di sollevamento,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Condensatore di spunto,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Coppia max,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Corsa dello stelo,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Diametro albero serranda,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Diametro scatole portamolle,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Dimensione del pilastro a sezione quadrata,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Dimensione max porta (LxH),B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Dimensioni (LxPxH),B680H,104680,469 x 279 x 1100 mm,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Dimensioni colonna,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Dispositivo di sblocco,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Encoder,B680H,104680,Encoder magnetico assoluto,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Finecorsa,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Forza max di spinta,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Frequenza di utilizzo,B680H,104680,100%,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Grado di protezione,B680H,104680,IP56 (attestato TÜV),Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Larghezza max anta,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Larghezza max serranda,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Luce di cortesia,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Lunghezza max anta,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Lunghezza max asta,B680H,104680,2 ÷ 8 m,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Modello,B680H,104680,B680H,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Motore elettrico,B680H,104680,Brushless 36V,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Peso,B680H,104680,85 Kg (65 Kg montante + 20 Kg cofano),Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Peso max anta,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Peso max anta cantilever,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Peso max porta,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Peso operatore,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Pignone,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Portata gruppo motore-pompa,B680H,104680,3.2 lpm,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Potenza max,B680H,104680,240 W,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Raffreddamento,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Rapporto di riduzione,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Regolazione della forza,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Regolazione velocità e controllo motore,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Rumorosità,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Spazio di fermata,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Staffe di fissaggio,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Temperatura ambiente di esercizio,B680H,104680,-20°C ÷ +65°C,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Tempo di apertura,B680H,104680,1.5 s (90° - 2m) - 6 s (90° - 8m),Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Tempo di utilizzo continuo (ROT),B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Temporizzazione lampada di cortesia,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Tensione di alimentazione di rete,B680H,104680,Switching: 100 ÷ 240V~ 50/60 Hz,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Termoprotezione,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Tipo di asta,B680H,104680,Tonda,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Tipo di materiale,B680H,104680,Acciaio,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Tipo di motoriduttore,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Tipo di olio,B680H,104680,FAAC HP OIL,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Tipo di rallentamento,B680H,104680,Elettronico - tramite encoder,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Tipo di trattamento,B680H,104680,Primer anticorrosivo 100 microns + Verniciatura in poliestere o cofano INOX,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Tipo di utilizzo,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Velocità angolare max,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Velocità dell'anta,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B680H,176-179,Velocità di rallentamento,B680H,104680,,Luci,,,Siepe,,,Piedino,,,Luci,,,Siepe,,,Piedino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
