codice_sku,num_variants,variant_num,tipo_componente,nome_modello,descrizione_breve,tensione_alimentazione,potenza_massima
XR4N,2,2,Modello,XR4N,Sistema 433MHz SLH-SL-DS-RC,12 ÷ 24 V~ - 12 ÷ 24 V~,
102845,1,1,accessorio,,Modulo estensione quadricanale Multidec,,
104250445,1,1,Modello,KIT OPERATORE INTEGRATO S2500I,KIT OPERATORE INTEGRATO S2500I,,
104415144,1,1,Modello,MASTER kit 24V SAFE,MASTER kit 24V SAFE,220-240V~ 50/60 Hz,40W
104415445,1,1,Modello,MASTER kit 230V,MASTER kit 230V,,
104419445,1,1,Modello,Trendy kit 230V,Trendy kit 230V,,
104575,1,1,Modello,ENERGY kit 24V SAFE,ENERGY kit 24V SAFE,,
1046218,1,1,accessorio,,,,
1046338,1,1,Modello,620 Rapida,,,
1046348,1,1,Modello,620 Rapida,,,
1046418,1,1,accessorio,,,,
1046538,1,1,Modello,620 Rapida,,,
1046548,1,1,Modello,620 Rapida,,,
1046558,1,1,Modello,620 Rapida,,,
1047048,1,1,accessorio,,,,
1047148,1,1,accessorio,,,,
1047508,1,1,accessorio,,,,
1047518,1,1,accessorio,,,,
105043,1,1,accessorio,,XGUARD 10H Sensore Laser Orizzontale,,
105083,1,1,Modello,RAPID kit 800 Kg - 24V SAFE&GREEN,RAPID kit 800 Kg - 24V SAFE&GREEN,,
105128,1,1,accessorio,,Batteria CR2 3V al litio per fotocellule XP 20W D,,
105531,1,1,accessorio,,"XS55 KIT COSTA DI SICUREZZA (L=2,5M)*",,
105535,1,1,accessorio,,Kit colla e Primer XS10,,
105536,1,1,accessorio,,"KIT A MISURA Costa di sicurezza fino a 2,5 m",,
105537,1,1,accessorio,,"Kit profilo di alluminio 10PZ da 2,5m XS30",,
105538,1,1,accessorio,,"XS30 KIT COSTA DI SICUREZZA (L=2,5M)*",,
105547,1,1,accessorio,,"XS85 KIT COSTA DI SICUREZZA (L=2,5M)*",,
105592,1,1,accessorio,,Terminale con resistenza XSP R8.2,,
105593,1,1,accessorio,,Terminale con cavo XSP 0.5,,
105594,1,1,accessorio,,Terminale con resistenza XSP R8.2,,
105598,1,1,accessorio,,Terminale con cavo XSP 0.5,,
10561644,1,1,Modello,SOLID kit 230V SAFE,SOLID kit 230V SAFE,,
10561644i,1,1,,"Longherone di fissaggio 1,3 m (incluso in kit 10561644)","Longherone di fissaggio 1,3 m (incluso in kit 10561644)",,
1056303445,1,1,Modello,DELTA 2 kit 230V SAFE,DELTA 2 kit 230V SAFE,,
105630445,1,1,Modello,DELTA 3 kit 230V SAFE,DELTA 3 kit 230V SAFE,,
105632445,1,1,Modello,ECO kit 230V,ECO kit 230V,,
105633445,1,1,Modello,Leader kit 230V,Leader kit 230V,,
10566544,1,1,Modello,DOLPHIN D600 kit 24V SAFE,DOLPHIN D600 kit 24V SAFE,,
105683,1,1,Modello,HYBRID kit 24V SAFE,HYBRID kit 24V SAFE,,
105687,1,1,accessorio,,"Kit profilo di alluminio 10PZ da 2,5m XS55-XS85",,
105781,1,1,accessorio,,FORNITURA IN KIT XS30,,
105782,1,1,accessorio,,FORNITURA IN KIT XS55,,
105940,1,1,Modello,PRATICO C kit 230V SAFE,PRATICO C kit 230V SAFE,,
105998,1,1,Modello,HANDY kit 24V SAFE,HANDY kit 24V SAFE,,
1059995,1,1,Modello,RAPID kit 24V SAFE&GREEN,RAPID kit 24V SAFE&GREEN,,
106746445,1,1,Modello,POWER kit 230V,POWER kit 230V,,
106747445,1,1,Modello,POWER kit 24V SAFE,POWER kit 24V SAFE,,
109512,1,1,Modello,540 V BPR,,220-240V~ 50/60 Hz,800 W
109542,1,1,Modello,541 V,,220-240V~ 50/60 Hz,800 W
109550,1,1,Modello,541 V 3PH,,380-415V~ 3PH+N 50/60 Hz,720 W
109940,1,1,Modello,ROTOR KIT,ROTOR KIT,,
109981,1,1,accessorio,,Motoriduttore RH240B EF SUPER capacità di sollevamento 360 Kg.,,
110066,1,1,accessorio,,,,
110088,1,1,accessorio,,,,
110553,1,1,Modello,550 Slave,,220-240V~ 50/60 Hz,350 W
110554,1,1,Accessori,,Kit per grado di protezione IP44,,
110558,1,1,Modello,550 L Slave,,220-240V~ 50/60 Hz,280 W
110562,1,1,Modello,550 L ITT,,220-240V~ 50/60 Hz,280 W
111100,1,1,accessorio,,,,
111122,1,1,accessorio,,,,
111144,1,1,accessorio,,,,
111188,1,1,accessorio,,,,
112222,1,1,accessorio,,,,
112288,1,1,accessorio,,,,
113300,1,1,accessorio,,,,
114115,1,1,accessorio,,,,
120009,1,1,Modello,DELTA 2 kit PERFECT 60,DELTA 2 kit PERFECT 60,,
120010,1,1,Modello,DELTA 3 kit PERFECT 60,DELTA 3 kit PERFECT 60,,
120011,1,1,Modello,PRATICO C kit PERFECT 60,PRATICO C kit PERFECT 60,,
120012,1,1,Modello,RAPID kit PERFECT 60,RAPID kit PERFECT 60,,
120013,1,1,Modello,LEADER kit PERFECT 60,LEADER kit PERFECT 60,,
120014,1,1,Modello,ECO kit PERFECT 60,ECO kit PERFECT 60,,
120015,1,1,Modello,MASTER kit 230V PERFECT 60,MASTER kit 230V PERFECT 60,,
120016,1,1,Modello,MASTER kit 24V PERFECT 60,MASTER kit 24V PERFECT 60,,
120017,1,1,Modello,POWER 230V kit PERFECT 60,POWER 230V kit PERFECT 60,,
120018,1,1,Modello,POWER 24V kit PERFECT 60,POWER 24V kit PERFECT 60,,
120019,1,1,Modello,HANDY kit PERFECT 60,HANDY kit PERFECT 60,,
120020,1,1,Modello,HIGH kit PERFECT 60,HIGH kit PERFECT 60,,
124125,1,1,accessorio,,,,
134135,1,1,accessorio,,,,
143201,1,1,Modello,TM2K KIT MINI 25/17,Kit automazione tapparelle 25Nm 17rpm,230V~ 50Hz,225 W
143201i,1,1,,Motore Tubolare TM245 (corredato di istruzioni e chiave di regolazione),Motore Tubolare TM245 (corredato di istruzioni e chiave di regolazione),,
143201i2,1,1,,Adattatore per tubo ottagonale Ø60mm,Adattatore per tubo ottagonale Ø60mm,,
143201i3,1,1,,Supporto motore,Supporto motore,,
143201i4,1,1,,Attacchi flessibili in acciaio per attaccare la tapparella al rullo avvolgitore,Attacchi flessibili in acciaio per attaccare la tapparella al rullo avvolgitore,,
143202,1,1,Modello,TM2K KIT MINI 30/17,Kit automazione tapparelle 30Nm 17rpm,230V~ 50Hz,250 W
143203,1,1,Modello,TM2K KIT MINI 50/12,Kit automazione tapparelle 50Nm 12rpm,230V~ 50Hz,275 W
144145,1,1,accessorio,,,,
145405,1,1,Accessori,TM2 X TW-1,Trasmittente murale 433 MHz - 1 canale,,
145412,1,1,Accessori,TM2 X T-6,Radio timer 6 canali,,
145421,1,1,Accessori,TM2 POP 1,Radiocomando 433MHz,,
145422,1,1,Accessori,TM2 POP 1S,Radiocomando 433MHz,,
145423,1,1,Accessori,TM2 POP 7,Radiocomando 433MHz,,
145424,1,1,Accessori,TM2 POP 7S,Radiocomando 433MHz,,
145504,1,1,Accessori,TM2 X R,Ricevente esterna Compact per tapparelle,,
145505,1,1,Accessori,TM2 X,Ricevente esterna Mini,,
145630,1,1,Accessori,KIT PERSONALIZZAZIONE LINEA POP,Kit personalizzazione per radiocomandi linea POP,,
154155,1,1,accessorio,,,,
164165,1,1,accessorio,,,,
2022805,1,1,Apparecchiature Elettroniche,,Scheda elettronica 540BPR (incorporata nell'automatismo),,
390113,1,1,Modello,SAFE&GREEN Retrofit kit E145S,SAFE&GREEN Retrofit kit E145S,,
390211,1,1,accessorio,,Aletta parasole/Supporto trasparente da parete,,
390592,1,1,Accessori,,"Coppia tubi di trasmissione, supporti, installaz. con 2 operatori",,
390607,1,1,Accessori,,Kit per sblocco esterno,,
390719,1,1,Accessori,,Prolunga sblocco rapido per installazioni fino a 8 m,,
390720,1,1,Accessori,,Prolunga verricello a catena per installazioni fino ad 8 m,,
390721,1,1,Accessori,,Piastra di fissaggio per regolazione tridimensionale,,
390744,1,1,Accessori,,"Kit rinvio applicazioni ""Fuori asse"" R. 1:1,5",,
390745,1,1,Accessori,,"Kit rinvio applicazioni ""Fuori asse"" R. 1:2,0",,
391450,1,1,accessorio,,Kit Elettrofreno,,
401012,1,1,accessorio,,T20 E (*),,
401013,1,1,accessorio,,T21 E (*),,
401014,1,1,accessorio,,T20 I (*),,
401015,1,1,accessorio,,T21 I (*),,
401016,1,1,accessorio,,T21 EF (**),,
401017,1,1,accessorio,,T21 IF (**),,
401026,1,1,accessorio,,BLOCKIT,,
401044,1,1,accessorio,,XK10 INOX,,
401045,1,1,accessorio,,XK11 INOX,,
401046,1,1,accessorio,,XK10 B INOX,,
401047,1,1,accessorio,,XK11 B INOX,,
401048,1,1,accessorio,,confez. da 30 pz.),,
401064,1,1,accessorio,,Adattatore tubo esterno,,
401075,1,1,accessorio,,quantità multipla vendibile 2pz),,
401080,1,1,accessorio,,quantità multipla vendibile 2 pz),,
401303,1,1,Modello,XK11,,,
401305,1,1,Modello,XK11 B,,,
401306,1,1,accessorio,,confez. da 30 pz.),,
402500,1,1,Accessori,,Pulsantiera XB300,,
402501,1,1,Apparecchiature Elettroniche,,"Unità elettronica EB 578D (scheda 578D, contenitore, sezionatore, pulsantiera comando e chiave attivazione)",,
402504,1,1,Apparecchiature Elettroniche,,"Unità elettronica EB 578D 3PH (scheda 578D, contenitore, sezionatore, teleruttori, pulsantiera di comando e chiave attivazione)",,
404037,1,1,accessorio,,XKP W 433 INOX,,
404038,1,1,accessorio,,XKP W 868 INOX,,
404039,1,1,Modello,XKP B INOX,Trasmittente via radio a combinazione,Bus 2easy. a 2 fili non polarizzati 24 V,
412006,1,1,accessorio,,na per ricevente RP / XF / XR2 / XR4 con staffa di fissaggio e cavo coassiale 5 m,,
424550001-10,1,1,Accessori,,Sblocco esterno con chiavi personalizzate dal n. 1 al n. 10,,
424550001-50,1,1,Accessori,,Sblocco esterno con chiavi personalizzate dal n. 1 al n. 50,,
424551,1,1,Accessori,,Prolunga sblocco esterno per porte con spessore oltre i 15 mm,,
424560001-10,1,1,Accessori,,Sblocco esterno a chiave per porte con spessore max 15 mm (dal n. 1 al n. 10),,
424560101,1,1,accessorio,,,,
424560101-10,1,1,Accessori,,Sblocco esterno a chiave per porte con spessore oltre 15 mm (dal n. 1 al n. 10),,
424591001,1,1,accessorio,,,,
424591001-10,1,1,Accessori,,"Sblocco esterno a chiave per porte con spessore oltre i 15 mm, da 1 a 10",,
424641,1,1,accessorio,,,,
424641-50,1,1,Accessori,,Serratura di sblocco con chiave personalizzata (dal n. 1 al n. 10),,
430003,1,1,accessorio,,Supporto XGUARD per colonnetta,,
580,1,1,Modello,580,Attuatore oleodinamico 230V,220-240V~ 50/60 Hz,220 W
63000710,1,1,accessorio,,,,
667755,1,1,accessorio,,,,
669900,1,1,accessorio,,,,
712052,1,1,accessorio,,,,
71209101,1,1,accessorio,,,,
71209101-10,1,1,Accessori,,Serratura di sblocco con chiave personalizzata,,
712104001,1,1,accessorio,,,,
712104001-10,1,1,Accessori,,Serratura di sblocco con chiave personalizzata,,
712501001,1,1,accessorio,,,,
712501001-10,1,1,Accessori,,Serratura di sblocco con chiave personalizzata,,
712651010,1,1,accessorio,,,,
712652010,1,1,accessorio,,,,
71275101-10,1,1,Accessori,,Serratura con chiave personalizzata 1-10,,
712805,1,1,accessorio,,Serratura di sblocco con chiave per mod. L e LM,,
712990,1,1,accessorio,,Controbocchetta a pilastro (cancelli ad un'anta),,
714017,1,1,accessorio,,"Olio idraulico ""FAAC HP OIL""",,
714041,1,1,accessorio,,Tanica da litri 10,,
720050,1,1,accessorio,,EM (Protezione IP65),,
720086,1,1,accessorio,,Contenitore plastico a murare,,
720316,1,1,accessorio,,confez. da 20 pz.),,
722136,1,1,Accessori,,"Longherone di fissaggio lunghezza 1,5 m",,
722140,1,1,Accessori,,Longherone di fissaggio lunghezza 2 m,,
736022,1,1,Accessori,,"Coppia tubi di trasmissione 1,5 m, supporti, installaz. con 1 operatore",,
736425,1,1,Modello,M60,,,
736426,1,1,accessorio,,"lungh. m 1,7",,
736427,1,1,accessorio,,"lungh. m 2,0",,
736428,1,1,accessorio,,"lungh. m 2,5",,
736429,1,1,accessorio,,"lungh. m 3,0",,
738709,1,1,Accessori,,Confezioni con due bracci telescopici dritti con boccola non a saldare,,
770088,1,1,accessorio,,,,
785028,1,1,accessorio,,XGUARD-10 Sensore Laser Verticale,,
785031,1,1,accessorio,,Staffa di fissaggio XGUARD-BA,,
785104,1,1,Modello,XP 20W D,,Rx:12 ÷ 24V~ - 12 ÷ 24 V Tx: 12 ÷ 24V~ - 12 ÷ 24 V o con batteria (3 VcR2 - non inclusa),
785200,1,1,Modello,CN 60 E,Trasmittente XT S 868,,
785527,1,1,accessorio,,FG2 bicanale,,
785529,1,1,accessorio,,FG1 monocanale,,
785541,1,1,accessorio,,per regolazioni X-GUARD),,
787012,1,1,accessorio,,Trasmittente XT S 868,,
787013,1,1,accessorio,,Ricevente XR S 868,,
787019,1,1,accessorio,,XT2 FDS BD 433-868,,
787020,1,1,accessorio,,XT4 FDS BD 433-868,,
787030,1,1,accessorio,,XTO2 868MHz,,
787031,1,1,accessorio,,XTO4 868MHz,,
787032,1,1,accessorio,,XTO2 433,,
787033,1,1,accessorio,,XTO4 433,,
787349,1,1,Modello,XRS485,,5VDC,
787378,1,1,Modello,XWBL,,5VDC,
787456,1,1,accessorio,,XT4 433 RC,,
787510,1,1,Modello,XMBX4,,5VDC,
787725,1,1,accessorio,,Interfaccia Relè per l'utilizzo di riceventi RP per collegamenti filari,,
787832,1,1,accessorio,,XF 868,,
787833,1,1,accessorio,,PLUS1 433 MHz,,
787834,1,1,accessorio,,PLUS1 868 MHz,,
787853,1,1,accessorio,,RP2 433 SLH,,
787856,1,1,accessorio,,RP1 433 RC,,
787857,1,1,accessorio,,RP2 433 RC,,
790064,1,1,accessorio,,XBR2 Interfaccia BUS-Relay 2CH,,
790065,1,1,accessorio,,XBR4 Interfaccia BUS-Relay 4CH,,
790284,1,1,Apparecchiature Elettroniche,E124,Apparecchiatura elettronica E124 con contenitore,,
790418,1,1,Modello,XMULTICOM,,24VAC - 24VDC,
790904,1,1,accessorio,,MINISERVICE,,
B614,1,1,Modello,B614,Barriera automatica 24V,220-240V ~ 50/60 Hz,165 W
CARTFA,1,1,,"Cartello ""Automatico FAAC""",Cartello segnaletico per cancelli automatici,,
Model_1,1,1,Modello,Model_1,Sistema 433-868MHz FDS,,
Model_10,1,1,Modello,Model_10,Sistema 433-868MHz FDS,,
Model_11,1,1,Modello,Model_11,Sistema 433-868MHz FDS,,
Model_6,1,1,Modello,Model_6,Sistema 433-868MHz FDS,,
Model_7,1,1,Modello,Model_7,Sistema 433-868MHz FDS,,
Model_8,1,1,Modello,Model_8,Sistema 433-868MHz FDS,,
Model_9,1,1,Modello,Model_9,Sistema 433-868MHz FDS,,
